profile_id,canonical_name,canonical_key,catalog_class,catalog_reason,total_mentions,total_chunks,total_works,matched_chunk_count,matched_work_count,variant_count,collections,topic_families,variants,top_plant_parts,top_preparations,top_conditions,top_cautions,top_supporting_works,source_family_refs
seed-wild-cherry,Wild Cherry,wild cherry,medicinal-herb,curated-high-confidence-seed-term,577,528,202,528,202,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botanic-medicine;botany;convalescence;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;nursing;pharmacopoeia,Wild Cherry;Wild Cherry Tree,Bark;Root;Leaf;Seed;Gum,Tea;Decoction;Syrup;Tincture;Powder,Cold or catarrh;Fever;Cough;Vomiting or nausea;Diarrhoea or looseness,Dose caution;Child-use caution;Narcotic or sedative caution;Allergy or sensitivity caution;Toxicity watch,nlm-63580630R;nlm-0140313;nlm-63620310R;nlm-2556052R;wellcome-ndsrqw82,term-wild-cherry-33ac0a5b0b#wild cherry;term-wild-cherry-tree-31e26410e7#wild cherry tree
seed-aniseed,Aniseed,aniseed,medicinal-herb,curated-high-confidence-seed-term,541,522,203,522,203,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botany;cultivation;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;nursing;pharmacopoeia,Aniseed;Aniseeds,Root;Seed;Gum;Flower;Leaf,Oil;Tincture;Powder;Pill;Syrup,Cough;Cold or catarrh;Wounds or ulcers;Rheumatism;Colic,Narcotic or sedative caution;Dose caution;Child-use caution;Toxicity watch;Allergy or sensitivity caution,wellcome-q648cs3p;wellcome-vcp6d7za;wellcome-dwk6bbmw;nlm-61730020R;wellcome-cfrchse5,term-aniseed-780ad9e49f#aniseed
seed-lime,Lime,lime,medicinal-herb,curated-high-confidence-seed-term,572,522,283,522,283,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botany;convalescence;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;nursing;pharmacopoeia;public-health,Lime;Lime Flowers,Flower;Fruit;Leaf;Root;Bark,Juice;Oil;Liniment;Powder;Syrup,Fever;Vomiting or nausea;Cold or catarrh;Wounds or ulcers;Inflammation,Dose caution;Narcotic or sedative caution;Toxicity watch;Child-use caution;Bleeding caution,wellcome-ujbsp48n;wellcome-dkebu9hu;wellcome-q648cs3p;wellcome-ppwszffb;wellcome-pujcgk4k,term-lime-efbaa8cbff#lime
seed-columbo,Columbo,columbo,medicinal-herb,curated-high-confidence-seed-term,514,503,156,503,156,1,nlm-digital-collections;project-gutenberg;wellcome-collection,botanic-medicine;botany;cultivation;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medicinal-plants;nursing;pharmacopoeia,Columbo,Root;Bark;Leaf;Flower;Seed,Infusion;Tea;Powder;Tincture;Oil,Fever;Vomiting or nausea;Cold or catarrh;Diarrhoea or looseness;Cholera,Dose caution;Narcotic or sedative caution;Bleeding caution;Child-use caution;Pregnancy caution,nlm-63570290R;nlm-63570280R;wellcome-jfx4av9y;nlm-101230724;wellcome-zk8kqddq,term-columbo-3095f68e40#columbo
seed-poplar,Poplar,poplar,medicinal-herb,curated-high-confidence-seed-term,521,494,171,494,171,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botanic-medicine;botany;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;nursing;pharmacopoeia,Poplar;Poplars,Bark;Root;Leaf;Berry;Flower,Tea;Powder;Syrup;Oil;Tincture,Cold or catarrh;Fever;Cough;Dysentery;Rheumatism,Dose caution;Child-use caution;Narcotic or sedative caution;Toxicity watch;Bleeding caution,nlm-7704741;wellcome-q59tmjuk;nlm-2558004RX1;nlm-9435910;nlm-63560150R,term-poplar-82cf810767#poplar
seed-grape,Grape,grape,medicinal-herb,curated-high-confidence-seed-term,498,476,322,476,322,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botany;convalescence;cultivation;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;nursing;pharmacopoeia;public-health,Grape;Grapes,Fruit;Seed;Berry;Root;Flower,Juice;Cordial;Oil;Infusion;Syrup,Fever;Vomiting or nausea;Cold or catarrh;Gout;Wounds or ulcers,Dose caution;Toxicity watch;Child-use caution;Fatal-risk warning;Narcotic or sedative caution,wellcome-rcd8mm87;wellcome-ujbsp48n;wellcome-q648cs3p;wellcome-dkebu9hu;wellcome-k63t4gch,term-grape-0f78fcc486#grape
seed-logwood,Logwood,logwood,medicinal-herb,curated-high-confidence-seed-term,483,452,255,452,255,1,nlm-digital-collections;project-gutenberg;wellcome-collection,botany;cultivation;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;nursing;pharmacopoeia;public-health,Logwood,Root;Bark;Gum;Seed;Flower,Extract;Decoction;Tea;Powder;Tincture,Diarrhoea or looseness;Dysentery;Cold or catarrh;Vomiting or nausea;Cough,Dose caution;Narcotic or sedative caution;Child-use caution;Bleeding caution;Toxicity watch,wellcome-ujbsp48n;wellcome-q648cs3p;nlm-8212771;nlm-0217404;nlm-2701678R,term-logwood-bcc60d3c81#logwood
seed-garlic,Garlic,garlic,medicinal-herb,curated-high-confidence-seed-term,460,441,261,441,261,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botany;convalescence;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;nursing;pharmacopoeia,Garlic;Garlics,Root;Bulb;Bark;Leaf;Flower,Ointment;Syrup;Tea;Oil;Juice,Cough;Fever;Cold or catarrh;Epilepsy or convulsions;Inflammation,Child-use caution;Dose caution;Narcotic or sedative caution;Toxicity watch;Allergy or sensitivity caution,nlm-63560930R;wellcome-q648cs3p;wellcome-mq8ebxvb;wellcome-mqb4h4ks;nlm-63610340R,term-garlic-41024084d2#garlic
seed-carrot,Carrot,carrot,medicinal-herb,curated-high-confidence-seed-term,464,439,281,439,281,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botanic-medicine;botany;cultivation;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;nursing;pharmacopoeia;public-health,Carrot;Carrots,Root;Seed;Bark;Leaf;Flower,Poultice;Powder;Oil;Decoction;Juice,Wounds or ulcers;Cold or catarrh;Inflammation;Fever;Epilepsy or convulsions,Fatal-risk warning;Narcotic or sedative caution;Child-use caution;Dose caution;Toxicity watch,wellcome-ujbsp48n;wellcome-rk2ty6mu;wellcome-agdnfevh;nlm-63620390R;wellcome-z367wx5k,term-carrot-b96482290a#carrot
seed-arnica,Arnica,arnica,medicinal-herb,curated-high-confidence-seed-term,508,435,180,435,180,1,nlm-digital-collections;project-gutenberg;wellcome-collection,botany;convalescence;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;nursing;pharmacopoeia;public-health,Arnica,Root;Flower;Leaf;Rhizome;Bark,Tincture;Oil;Powder;Extract;Plaster,Cold or catarrh;Wounds or ulcers;Rheumatism;Fever;Inflammation,Dose caution;Narcotic or sedative caution;Allergy or sensitivity caution;Toxicity watch;Child-use caution,nlm-61620650R;wellcome-dkebu9hu;wellcome-f9769f9b;wellcome-vqbthhd7;nlm-101278154,term-arnica-4c5aa08125#arnica
seed-carraway,Carraway,carraway,medicinal-herb,curated-high-confidence-seed-term,468,434,146,434,146,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botany;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;pharmacopoeia,Carraway;Carraway-,Seed;Root;Leaf;Flower;Berry,Oil;Powder;Syrup;Pill;Extract,Cold or catarrh;Colic;Constipation;Gout;Cough,Dose caution;Child-use caution;Narcotic or sedative caution;Pregnancy caution;Allergy or sensitivity caution,wellcome-dw4f7fkd;wellcome-xhc5sgpw;wellcome-b7ehehck;wellcome-v96wd5b4;wellcome-s7k57fgp,term-carraway-629c945971#carraway
seed-raspberry,Raspberry,raspberry,medicinal-herb,curated-high-confidence-seed-term,465,434,153,434,153,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botanic-medicine;botany;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;nursing;pharmacopoeia,Raspberry;Raspberries,Leaf;Bark;Root;Berry;Seed,Tea;Syrup;Powder;Infusion;Tincture,Cold or catarrh;Wounds or ulcers;Fever;Inflammation;Vomiting or nausea,Child-use caution;Dose caution;Bleeding caution;Allergy or sensitivity caution;Narcotic or sedative caution,wellcome-ujbsp48n;wellcome-gfchkr25;nlm-64220920R;wellcome-yvn7kra7;wellcome-rt52bskh,term-raspberry-e97407735e#raspberry
seed-burdock,Burdock,burdock,medicinal-herb,manual-curator-promoted-specific-family,478,433,200,433,200,1,nlm-digital-collections;project-gutenberg;wellcome-collection,botanic-medicine;botany;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;nursing;pharmacopoeia,Burdock,Root;Seed;Bark;Leaf;Flower,Tea;Decoction;Syrup;Powder;Oil,Wounds or ulcers;Cold or catarrh;Rheumatism;Fever;Epilepsy or convulsions,Dose caution;Child-use caution;Narcotic or sedative caution;Bleeding caution;Allergy or sensitivity caution,nlm-63610340R;nlm-63580630R;wellcome-nr9dehnu;nlm-64220910R;wellcome-dvdzaqep,term-burdock-da08d22562#burdock
seed-mulberry,Mulberry,mulberry,medicinal-herb,curated-high-confidence-seed-term,474,415,244,415,244,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botany;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medicinal-plants;pharmacopoeia,Mulberry;Mulberries,Leaf;Flower;Fruit;Berry;Root,Juice;Syrup;Gargle;Decoction;Infusion,Fever;Wounds or ulcers;Cold or catarrh;Inflammation;Vomiting or nausea,Dose caution;Child-use caution;Toxicity watch;Narcotic or sedative caution;Bleeding caution,wellcome-ujbsp48n;wellcome-kxejz6hv;nlm-63610340R;wellcome-gy79dgeq;wellcome-cs5n98hu,term-mulberry-2afc0f6bdf#mulberry
seed-catnip,Catnip,catnip,medicinal-herb,curated-high-confidence-seed-term,383,364,88,364,88,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botanic-medicine;botany;domestic-medicine;herbal;household-health;hygiene;materia-medica;medicinal-plants;nursing,Catnip;Catnip Flowers,Root;Bark;Leaf;Seed;Gum,Tea;Infusion;Powder;Tincture;Oil,Fever;Cold or catarrh;Inflammation;Vomiting or nausea;Colic,Dose caution;Child-use caution;Narcotic or sedative caution;Bleeding caution;Allergy or sensitivity caution,nlm-101485225;nlm-101485229;nlm-64210130R;nlm-101743940;nlm-101485230,term-catnip-eb1b94cfd6#catnip
seed-peach,Peach,peach,medicinal-herb,curated-high-confidence-seed-term,369,336,143,336,143,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botany;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;nursing;pharmacopoeia,Peach;Peach Flowers,Leaf;Flower;Root;Seed;Bark,Syrup;Infusion;Oil;Juice;Tea,Fever;Diarrhoea or looseness;Cold or catarrh;Cough;Inflammation,Dose caution;Child-use caution;Narcotic or sedative caution;Toxicity watch;Bleeding caution,wellcome-ujbsp48n;nlm-2751057R;nlm-63580630R;wellcome-ttetz6t2;wellcome-e8fn752s,term-peach-85356064d0#peach
seed-buchu,Buchu,buchu,medicinal-herb,manual-curator-promoted-specific-family,376,323,156,323,156,1,nlm-digital-collections;project-gutenberg;wellcome-collection,botany;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;nursing;pharmacopoeia;public-health,Buchu,Leaf;Bark;Root;Gum;Seed,Infusion;Oil;Tincture;Powder;Extract,Cold or catarrh;Inflammation;Rheumatism;Dropsy;Fever,Dose caution;Narcotic or sedative caution;Allergy or sensitivity caution;Bleeding caution;Child-use caution,wellcome-cs5n98hu;wellcome-f9769f9b;nlm-61560610R;nlm-61620650R;wellcome-nr9dehnu,term-buchu-361e0b751c#buchu
seed-mandrake,Mandrake,mandrake,medicinal-herb,curated-high-confidence-seed-term,332,315,107,315,107,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botanic-medicine;botany;domestic-medicine;herbal;household-health;hygiene;materia-medica;medicinal-plants;nursing;pharmacopoeia,Mandrake;Mandrakes,Root;Bark;Seed;Leaf;Gum,Powder;Pill;Tea;Extract;Oil,Cold or catarrh;Fever;Wounds or ulcers;Rheumatism;Dropsy,Dose caution;Child-use caution;Narcotic or sedative caution;Toxicity watch;Bleeding caution,nlm-63580630R;nlm-101250104;wellcome-aw843fyz;nlm-61660590R;nlm-100912803,term-mandrake-c5944ac299#mandrake
seed-citron,Citron,citron,medicinal-herb,curated-high-confidence-seed-term,301,298,169,298,169,3,nlm-digital-collections;project-gutenberg;wellcome-collection,botany;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;pharmacopoeia,Citron;Citrons;Citron Flowers,Seed;Flower;Root;Fruit;Leaf,Juice;Powder;Oil;Syrup;Essence,Cold or catarrh;Fever;Vomiting or nausea;Epilepsy or convulsions;Diarrhoea or looseness,Dose caution;Toxicity watch;Child-use caution;Bleeding caution;Fatal-risk warning,wellcome-dn7yrsvs;wellcome-ms79ffge;nlm-2751057R;pg-49513;wellcome-v2hnvyj6,term-citron-191f148d3d#citron
seed-plantain,Plantain (Plantago),plantain,medicinal-herb,manual-curator-promoted-specific-family,299,291,157,291,157,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botany;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;nursing;pharmacopoeia,Plantain (Plantago);Plantain,Root;Leaf;Seed;Flower;Bark,Juice;Powder;Oil;Decoction;Tea,Wounds or ulcers;Fever;Cold or catarrh;Cough;Consumption,Dose caution;Toxicity watch;Child-use caution;Narcotic or sedative caution;Abortifacient warning,wellcome-ujbsp48n;nlm-61820150R;wellcome-dvdzaqep;wellcome-c4ncu7qz;pg-49513,term-plantain-de0cb49945#plantain
seed-laurel,Laurel,laurel,medicinal-herb,curated-high-confidence-seed-term,303,290,150,290,150,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botany;convalescence;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;pharmacopoeia;public-health,Laurel;Laurel Berries,Leaf;Berry;Seed;Flower;Fruit,Oil;Powder;Ointment;Plaster;Tea,Cold or catarrh;Cough;Wounds or ulcers;Colic;Diarrhoea or looseness,Narcotic or sedative caution;Toxicity watch;Dose caution;Child-use caution;Allergy or sensitivity caution,wellcome-ujbsp48n;wellcome-vcp6d7za;wellcome-yfu6989c;wellcome-ctkumbc4;wellcome-vqbthhd7,term-laurel-74a2a3d228#laurel
seed-blackberry,Blackberry,blackberry,medicinal-herb,curated-high-confidence-seed-term,267,252,139,252,139,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botanic-medicine;botany;convalescence;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;nursing;pharmacopoeia,Blackberry;Blackberries,Root;Bark;Leaf;Berry;Gum,Syrup;Decoction;Tea;Cordial;Tincture,Diarrhoea or looseness;Dysentery;Cold or catarrh;Wounds or ulcers;Cholera,Dose caution;Child-use caution;Bleeding caution;Narcotic or sedative caution;Toxicity watch,nlm-63570990R;nlm-0140313;wellcome-xrjheg64;nlm-100912803;nlm-61750800R,term-blackberry-fc7647bee7#blackberry
seed-barberry,Barberry,barberry,medicinal-herb,curated-high-confidence-seed-term,254,249,135,249,135,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botanic-medicine;botany;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;nursing;pharmacopoeia,Barberry;Barberries,Bark;Root;Seed;Leaf;Gum,Juice;Syrup;Powder;Tea;Extract,Cough;Fever;Cold or catarrh;Wounds or ulcers;Diarrhoea or looseness,Dose caution;Narcotic or sedative caution;Bleeding caution;Child-use caution;Toxicity watch,wellcome-ujbsp48n;wellcome-nr9dehnu;wellcome-jksmvzyw;wellcome-gfchkr25;wellcome-e58dfqw4,term-barberry-0f5f1164ed#barberry
seed-broom,Broom,broom,medicinal-herb,curated-high-confidence-seed-term,267,249,145,249,145,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botany;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;pharmacopoeia,Broom;Broom Tops,Tops;Root;Seed;Bark;Flower,Decoction;Extract;Infusion;Juice;Powder,Dropsy;Rheumatism;Cold or catarrh;Vomiting or nausea;Epilepsy or convulsions,Dose caution;Toxicity watch;Narcotic or sedative caution;Fatal-risk warning;Bleeding caution,wellcome-agdnfevh;nlm-2751057R;wellcome-jmh3m2rt;wellcome-a7hj5sbp;wellcome-rg6kdhef,term-broom-100a07d1e4#broom
seed-sumach,Sumach,sumach,medicinal-herb,curated-high-confidence-seed-term,250,243,115,243,115,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botanic-medicine;botany;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;nursing;pharmacopoeia,Sumach;Sumach Berries,Berry;Bark;Root;Leaf;Seed,Tea;Powder;Decoction;Oil;Poultice,Wounds or ulcers;Dysentery;Fever;Rheumatism;Cold or catarrh,Dose caution;Toxicity watch;Child-use caution;Narcotic or sedative caution;Pregnancy caution,nlm-64220920R;wellcome-yvn7kra7;wellcome-rt52bskh;nlm-2558003RX2;nlm-63580630R,term-sumach-d4b5ca89ec#sumach
seed-boneset,Boneset,boneset,medicinal-herb,manual-curator-promoted-specific-family,247,239,83,239,83,1,nlm-digital-collections;project-gutenberg;wellcome-collection,botanic-medicine;botany;convalescence;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;nursing,Boneset,Root;Leaf;Bark;Flower;Seed,Tea;Infusion;Powder;Emetic;Tincture,Cold or catarrh;Fever;Vomiting or nausea;Cough;Inflammation,Dose caution;Narcotic or sedative caution;Allergy or sensitivity caution;Bleeding caution;Child-use caution,wellcome-jamxx58n;nlm-63620310R;nlm-64210120RX1;wellcome-thwh6g2c;nlm-63580630R,term-boneset-7df02669e9#boneset
seed-fig,Fig,fig,medicinal-herb,curated-high-confidence-seed-term,236,235,143,235,143,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botany;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medicinal-plants;nursing;pharmacopoeia,Fig;Figs,Root;Seed;Leaf;Gum;Bark,Decoction;Gargle;Syrup;Powder;Liniment,Inflammation;Fever;Wounds or ulcers;Cold or catarrh;Cough,Dose caution;Fatal-risk warning;Child-use caution;Bleeding caution;Narcotic or sedative caution,wellcome-kxejz6hv;wellcome-huy37jgb;nlm-1310561;nlm-8212770;nlm-2544050R,term-fig-8c39c63488#fig
seed-tansy,Tansy,tansy,medicinal-herb,manual-curator-promoted-specific-family,232,229,169,229,169,1,nlm-digital-collections;project-gutenberg;wellcome-collection,botanic-medicine;botany;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;nursing;pharmacopoeia;public-health,Tansy,Flower;Root;Tops;Leaf;Seed,Infusion;Tea;Oil;Powder;Decoction,Cold or catarrh;Gout;Vomiting or nausea;Diarrhoea or looseness;Fever,Dose caution;Child-use caution;Narcotic or sedative caution;Fatal-risk warning;Abortifacient warning,wellcome-q648cs3p;nlm-8004761;nlm-63570990R;nlm-100912803;nlm-0140313,term-tansy-be5930d788#tansy
seed-dogwood,Dogwood,dogwood,medicinal-herb,curated-high-confidence-seed-term,220,211,106,211,106,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botanic-medicine;botany;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;nursing;pharmacopoeia,Dogwood;Dogwood Berries,Bark;Root;Berry;Flower;Gum,Tea;Powder;Extract;Decoction;Infusion,Fever;Cold or catarrh;Cough;Colic;Diarrhoea or looseness,Dose caution;Narcotic or sedative caution;Child-use caution;Bleeding caution;Toxicity watch,nlm-0140313;nlm-63570990R;nlm-100912803;nlm-63560880R;nlm-61820150R,term-dogwood-09f5936097#dogwood
seed-myrtle,Myrtle,myrtle,medicinal-herb,curated-high-confidence-seed-term,228,205,89,205,89,3,nlm-digital-collections;project-gutenberg;wellcome-collection,botany;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medicinal-plants;pharmacopoeia,Myrtle;Myrtles;Myrtle Berries,Berry;Leaf;Gum;Root;Seed,Oil;Powder;Syrup;Juice;Decoction,Cold or catarrh;Wounds or ulcers;Inflammation;Consumption;Fever,Narcotic or sedative caution;Bleeding caution;Dose caution;Toxicity watch;Child-use caution,wellcome-ujbsp48n;wellcome-kxejz6hv;wellcome-ms79ffge;wellcome-e8fn752s;wellcome-c4ncu7qz,term-myrtle-24c8750f24#myrtle
seed-onion,Onion,onion,medicinal-herb,curated-high-confidence-seed-term,213,205,118,205,118,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botanic-medicine;botany;convalescence;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;nursing;pharmacopoeia,Onion;Onions,Root;Seed;Leaf;Bark;Flower,Juice;Poultice;Tea;Syrup;Oil,Cold or catarrh;Cough;Wounds or ulcers;Fever;Vomiting or nausea,Child-use caution;Dose caution;Narcotic or sedative caution;Toxicity watch;Allergy or sensitivity caution,nlm-54410330R;nlm-64230290R;wellcome-ug842bt7;wellcome-vcp6d7za;nlm-63560930R,term-onion-2889716716#onion
seed-comfrey,Comfrey,comfrey,medicinal-herb,manual-curator-promoted-specific-family,212,203,116,203,116,1,nlm-digital-collections;project-gutenberg;wellcome-collection,botanic-medicine;botany;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;nursing;pharmacopoeia,Comfrey,Root;Leaf;Flower;Bark;Seed,Syrup;Powder;Tea;Decoction;Oil,Cough;Cold or catarrh;Wounds or ulcers;Diarrhoea or looseness;Consumption,Dose caution;Bleeding caution;Toxicity watch;Narcotic or sedative caution;Child-use caution,wellcome-ujbsp48n;nlm-64220910R;nlm-63560150R;nlm-63580630R;nlm-0140313,term-comfrey-2ee2688642#comfrey
seed-cherry,Cherry,cherry,medicinal-herb,curated-high-confidence-seed-term,200,196,119,196,119,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botanic-medicine;botany;convalescence;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;nursing;pharmacopoeia,Cherry;Cherries,Bark;Root;Leaf;Flower;Gum,Syrup;Oil;Cordial;Tea;Powder,Fever;Cold or catarrh;Cough;Diarrhoea or looseness;Wounds or ulcers,Dose caution;Child-use caution;Bleeding caution;Narcotic or sedative caution;Toxicity watch,nlm-63560880R;wellcome-ujbsp48n;wellcome-gfchkr25;nlm-9435910;wellcome-mv32s6ry,term-cherry-2daf0e6c79#cherry
seed-witch-hazel,Witch Hazel,witch hazel,medicinal-herb,manual-curator-promoted-specific-family,194,188,85,188,85,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botanic-medicine;botany;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medicinal-plants;nursing;pharmacopoeia,Witch Hazel;Witch-hazel,Leaf;Bark;Root;Berry;Seed,Tea;Powder;Extract;Wash;Tincture,Wounds or ulcers;Cold or catarrh;Inflammation;Fever;Dysentery,Dose caution;Bleeding caution;Narcotic or sedative caution;Child-use caution;Allergy or sensitivity caution,wellcome-jamxx58n;wellcome-vqbthhd7;nlm-64220920R;wellcome-yvn7kra7;wellcome-rt52bskh,term-witch-hazel-6e73368466#witch-hazel
seed-nettle,Nettle,nettle,medicinal-herb,curated-high-confidence-seed-term,180,177,108,177,108,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botanic-medicine;botany;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medicinal-plants;pharmacopoeia,Nettle;Nettles,Root;Seed;Leaf;Flower;Bark,Juice;Tea;Decoction;Oil;Powder,Inflammation;Cold or catarrh;Vomiting or nausea;Wounds or ulcers;Fever,Bleeding caution;Child-use caution;Dose caution;Toxicity watch;Narcotic or sedative caution,nlm-61820150R;wellcome-ujbsp48n;wellcome-dvdzaqep;wellcome-agdnfevh;nlm-2751057R,term-nettle-58f71bec3c#nettle
seed-cucumber,Cucumber,cucumber,medicinal-herb,curated-high-confidence-seed-term,179,176,146,176,146,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botany;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;nursing;pharmacopoeia,Cucumber;Cucumbers,Seed;Root;Leaf;Bark;Fruit,Juice;Oil;Decoction;Ointment;Infusion,Cold or catarrh;Wounds or ulcers;Epilepsy or convulsions;Cough;Colic,Dose caution;Child-use caution;Fatal-risk warning;Pregnancy caution;Allergy or sensitivity caution,wellcome-ujbsp48n;nlm-63610340R;nlm-101646220;nlm-101646240;nlm-101646219,term-cucumber-dd832404e8#cucumber
seed-madder,Madder,madder,medicinal-herb,curated-high-confidence-seed-term,176,172,121,172,121,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botanic-medicine;botany;dietetics;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;nursing;pharmacopoeia,Madder;Madders,Root;Leaf;Gum;Flower;Seed,Powder;Oil;Decoction;Tea;Juice,Gout;Inflammation;Wounds or ulcers;Cold or catarrh;Diarrhoea or looseness,Dose caution;Narcotic or sedative caution;Child-use caution;Bleeding caution;Pregnancy caution,wellcome-ujbsp48n;pg-49513;nlm-61730020R;wellcome-agdnfevh;nlm-7704741,term-madder-8572cbd7ee#madder
seed-hyssop,Hyssop,hyssop,medicinal-herb,manual-curator-promoted-specific-family,176,168,114,168,114,1,nlm-digital-collections;project-gutenberg;wellcome-collection,botany;domestic-medicine;herbal;household-health;hygiene;materia-medica;medical-botany;medicinal-plants;nursing;pharmacopoeia;public-health,Hyssop,Root;Leaf;Seed;Flower;Tops,Syrup;Tea;Oil;Infusion;Ointment,Cough;Cold or catarrh;Asthma;Fever;Inflammation,Dose caution;Child-use caution;Narcotic or sedative caution;Bleeding caution;Fatal-risk warning,wellcome-ujbsp48n;wellcome-fwzua59q;wellcome-ctkumbc4;wellcome-yyu6fnvg;nlm-63570620R,term-hyssop-8f945ee60b#hyssop
seed-pine,Pine,pine,medicinal-herb,curated-high-confidence-seed-term,171,161,93,161,93,2,nlm-digital-collections;project-gutenberg;wellcome-collection,botany;cultivation;dietetics;domestic-medicine;herbal;hygiene;materia-medica;medical-botany;medicinal-plants;nursing;pharmacopoeia,Pine;Pines,Resin;Leaf;Root;Bark;Gum,Oil;Plaster;Ointment;Juice;Powder,Wounds or ulcers;Cold or catarrh;Rheumatism;Consumption;Cough,Dose caution;Narcotic or sedative caution;Allergy or sensitivity caution;Child-use caution;Bleeding caution,wellcome-t4wudf9r;nlm-2561028R;wellcome-dz26ymj8;wellcome-c3u76kss;wellcome-thffwdwr,term-pine-d292237213#pine
