rank,frontier_score,frontier_stage,family_id,family_label,canonical_work_id,family_work_count,family_chunked_count,family_discovered_count,family_failed_count,family_collection_ids,family_jurisdiction_lanes,family_topic_family,candidate_work_id,candidate_title,candidate_collection_id,candidate_jurisdiction_lane,candidate_creator,candidate_publication_year,candidate_ingest_status,candidate_member_role,candidate_volume_like,candidate_series_title_key,candidate_creator_title_key,candidate_priority_score,candidate_title_penalty,candidate_topic_score,candidate_archive_series_count,candidate_archive_creator_series_count,candidate_archive_series_penalty,candidate_archive_creator_series_penalty,rationale
458,1407,uncovered_family,family-pharmacopea-lusitana-augmentada-methodo-pratico--e3eb69a7af,"Pharmacopea lusitana augmentada. Methodo pratico de preparar os medicamentos na forma Galenica, e Chimica",wellcome-czgum9sg,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-czgum9sg,"Pharmacopea lusitana augmentada. Methodo pratico de preparar os medicamentos na fórma Galenica, e Chimica / por D. Caetano de S. Antonio.",wellcome-collection,UK,,1754,discovered,canonical,no,pharmacopea lusitana augmentada methodo pratico de preparar os medicamentos na forma galenica e chimica,unknown::pharmacopea lusitana augmentada methodo pratico de preparar os medicamentos na forma galenica e chimica,451,18,18,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
459,1407,uncovered_family,family-pharmacopee-royale-galenique-et-chymique-unknown-aa175aeab6,"Pharmacopee royale, galenique et chymique",wellcome-jvtnyws8,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-jvtnyws8,"Pharmacopée royale, galenique et chymique / Par Moyse Charas.",wellcome-collection,UK,,1753,discovered,canonical,no,pharmacopee royale galenique et chymique,unknown::pharmacopee royale galenique et chymique,451,18,18,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
460,1407,uncovered_family,family-book-of-health-a-compendium-of-domestic-medicine-083f9c6521,The book of health; a compendium of domestic medicine,wellcome-bhba3gan,1,0,1,0,wellcome-collection,UK,domestic-medicine,wellcome-bhba3gan,The book of health; a compendium of domestic medicine / deduced from the experience of the most eminent modern practitioners. [Anon].,wellcome-collection,UK,,1840,discovered,canonical,no,book of health,unknown::book of health,381,0,88,2,2,112,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: domestic-medicine; recommended lane: wellcome-collection; canonical candidate
461,1406,uncovered_family,family-hygiene-alimentaire-des-malades-des-convalescent-4c47216a9a,"Hygiene alimentaire des malades, des convalescents et des valetudinaires ou du regime envisage comme moyen therapeutique",wellcome-khgp2h4b,1,0,1,0,wellcome-collection,UK,convalescence;dietetics,wellcome-khgp2h4b,"Hygiène alimentaire des malades, des convalescents et des valétudinaires ou du régime envisagé comme moyen thérapeutique / J.-B. Fonssagrives.",wellcome-collection,UK,,1867,discovered,canonical,no,hygiene alimentaire des malades des convalescents et des valetudinaires ou du regime envisage comme moyen therapeutique,unknown::hygiene alimentaire des malades des convalescents et des valetudinaires ou du regime envisage comme moyen therapeutique,406,74,62,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: convalescence;dietetics; recommended lane: wellcome-collection; canonical candidate
462,1405,uncovered_family,family-new-and-comprehensive-system-of-materia-medica-a-2b053e6a2c,A new and comprehensive system of materia medica and therapeutics,nlm-64310700R,2,0,2,0,nlm-digital-collections,US,materia-medica,nlm-64310700R,A new and comprehensive system of materia medica and therapeutics : arranged upon a physiologico-pathological basis for the use of practitioners and students of medicine,nlm-digital-collections,US,"Hempel, Charles J. (Charles Julius), 1811-1879.",,discovered,canonical,no,new and comprehensive system of materia medica and therapeutics,hempel charles j 1811 1879::new and comprehensive system of materia medica and therapeutics,397,72,52,0,0,0,0,Uncovered family; 2 works in family; 0 chunked; 2 discovered; topics: materia-medica; recommended lane: nlm-digital-collections; canonical candidate
463,1403,uncovered_family,family-arznei-taxe-zur-osterreichischen-pharmakopoe-vom-99228a316c,Arznei-Taxe zur osterreichischen Pharmakopoe vom Jahre 1855.,wellcome-dmv7xcvz,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-dmv7xcvz,Arznei-Taxe zur österreichischen Pharmakopöe vom Jahre 1855.,wellcome-collection,UK,,1855,discovered,canonical,no,arznei taxe zur osterreichischen pharmakopoe vom jahre 1855,unknown::arznei taxe zur osterreichischen pharmakopoe vom jahre 1855,447,18,18,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
464,1403,uncovered_family,family-farmacopea-ufficiale-del-regno-ditalia-unknown-750dd240b2,Farmacopea ufficiale del regno d'Italia,wellcome-up3aragq,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-up3aragq,Farmacopea ufficiale del regno d'Italia / Ministero dell'interio ; Direzione della sanitá pubblica.,wellcome-collection,UK,,1892,discovered,canonical,no,farmacopea ufficiale del regno ditalia,unknown::farmacopea ufficiale del regno ditalia,447,18,18,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
465,1403,uncovered_family,family-formulario-universal-de-veterinaria-o-guia-pract-5d2c173eaa,"Formulario universal de veterinaria, o, Guia practico del veterinario y del farmaceutico. Pt. 1",wellcome-pyxpczex,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-pyxpczex,"Formulario universal de veterinaria, ó, Guia práctico del veterinario y del farmacéutico. Pt. 1 / por Nicolás Casas.",wellcome-collection,UK,,1856,discovered,canonical,no,formulario universal de veterinaria o guia practico del veterinario y del farmaceutico pt 1,unknown::formulario universal de veterinaria o guia practico del veterinario y del farmaceutico pt 1,447,18,18,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
466,1403,uncovered_family,family-pharmaceutische-praparatenkunde-unknown-e1e71c4461,Pharmaceutische Praparatenkunde,wellcome-uh4runju,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-uh4runju,Pharmaceutische Präparatenkunde : als Erläuterung der neuesten österreichischen Pharmacopöe.,wellcome-collection,UK,,1857,discovered,canonical,no,pharmaceutische praparatenkunde,unknown::pharmaceutische praparatenkunde,447,18,18,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
467,1402,uncovered_family,family-code-pharmaceutique-a-lusage-des-hospices-civils-115a9c6015,"Code pharmaceutique a l'usage des hospices civils, des secours a domicile et des infirmeries des maisons d'arret",wellcome-sw5dj8vg,1,0,1,0,wellcome-collection,UK,materia-medica;pharmacopoeia,wellcome-sw5dj8vg,"Code pharmaceutique à l'usage des hospices civils, des secours a domicile et des infirmeries des maisons d'arrêt : publié par ordre du Ministère de l'Intérieur / Par A.A. Parmentier.",wellcome-collection,UK,,1807,discovered,canonical,no,code pharmaceutique a lusage des hospices civils des secours a domicile et des infirmeries des maisons darret,unknown::code pharmaceutique a lusage des hospices civils des secours a domicile et des infirmeries des maisons darret,408,74,56,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: materia-medica;pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
468,1402,uncovered_family,family-examen-des-principes-de-ladministration-en-matie-0397ab33c7,"Examen des principes de l'administration en matiere sanitaire, ou, Reponse au discours prononce a la Chambre des Deputes le 31 mai 1826 par M. de Boisbertrand, directeur de l'administration generale des etablissements d'utilite publique",wellcome-jf2pszpy,1,0,1,0,wellcome-collection,UK,hygiene;public-health,wellcome-jf2pszpy,"Examen des principes de l'administration en matière sanitaire, ou, Réponse au discours prononcé à la Chambre des Députés le 31 mai 1826 par M. de Boisbertrand, directeur de l'administration générale des établissements d'utilité publique / par N. Chervin.",wellcome-collection,UK,,1827,discovered,canonical,no,examen des principes de ladministration en matiere sanitaire ou reponse au discours prononce a la chambre des deputes le 31 mai 1826 par m de boisbertrand directeur de ladministration generale des etablissements dutilite publique,unknown::examen des principes de ladministration en matiere sanitaire ou reponse au discours prononce a la chambre des deputes le 31 mai 1826 par m de boisbertrand directeur de ladministration generale des etablissements dutilite publique,408,74,56,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: hygiene;public-health; recommended lane: wellcome-collection; canonical candidate
469,1402,uncovered_family,family-les-regles-et-preceptes-de-sante-de-plutarque-un-4dee705672,"Les regles et preceptes de sante, de Plutarque",wellcome-qdbkbu7c,1,0,1,0,wellcome-collection,UK,hygiene;public-health,wellcome-qdbkbu7c,"Les regles et préceptes de santé, de Plutarque / traduits du Grec par Jacques Amyot ... avec des notes et des observations de M. l'Abbé Brotier, Neveu.",wellcome-collection,UK,,1785,discovered,canonical,no,les regles et preceptes de sante de plutarque,unknown::les regles et preceptes de sante de plutarque,408,74,56,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: hygiene;public-health; recommended lane: wellcome-collection; canonical candidate
470,1400,uncovered_family,family-des-quinquinas-unknown-402ec2e329,Des quinquinas,wellcome-hvkunqs7,1,0,1,0,wellcome-collection,UK,botany,wellcome-hvkunqs7,Des quinquinas / par Gustave Planchon.,wellcome-collection,UK,,1864,discovered,canonical,no,des quinquinas,unknown::des quinquinas,418,56,44,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: botany; recommended lane: wellcome-collection; canonical candidate
471,1399,uncovered_family,family-introductory-lecture-to-the-course-of-materia-me-170848cb3e,"Introductory lecture to the course of materia medica and pharmacy, in the University of Pennsylvania",wellcome-xjpvssje,1,0,1,0,wellcome-collection,UK,materia-medica,wellcome-xjpvssje,"Introductory lecture to the course of materia medica and pharmacy, in the University of Pennsylvania / by George B. Wood, M.D.",wellcome-collection,UK,,1848,discovered,canonical,no,introductory lecture to the course of materia medica and pharmacy in the university of pennsylvania,unknown::introductory lecture to the course of materia medica and pharmacy in the university of pennsylvania,409,72,52,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: materia-medica; recommended lane: wellcome-collection; canonical candidate
472,1398,uncovered_family,family-die-desinfectionsarbeiten-auf-dem-kriegsschaupla-f63b9d8827,"Die Desinfectionsarbeiten auf dem Kriegsschauplatze der europaischen Turkei wahrend des russisch-turkischen Feldzugs, 1877/78",wellcome-grrxb2z6,1,0,1,0,wellcome-collection,UK,hygiene;public-health,wellcome-grrxb2z6,"Die Desinfectionsarbeiten auf dem Kriegsschauplatze der europäischen Türkei während des russisch-türkischen Feldzugs, 1877/78 : Bericht über die Thätigkeit der russischen Commission zur Assainirung der von der Donauarmee besetzt gewesenen Theile der europäischen Türkei / von Friedrich Erismann.",wellcome-collection,UK,,1879,discovered,canonical,no,die desinfectionsarbeiten auf dem kriegsschauplatze der europaischen turkei wahrend des russisch turkischen feldzugs 1877 78,unknown::die desinfectionsarbeiten auf dem kriegsschauplatze der europaischen turkei wahrend des russisch turkischen feldzugs 1877 78,404,74,56,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: hygiene;public-health; recommended lane: wellcome-collection; canonical candidate
473,1398,uncovered_family,family-hortus-eystettensis-siue-diligens-et-accurata-om-df6a1a2d3c,"Hortus Eystettensis, siue, Diligens et accurata omnium plantarum, florum, stirpium, ex variis orbis terrae partibus, singulari studio collectarum, quae in celeberrimis viridariis arcem episcopalem ibidem cingentibus, hoc tempore conspiciuntur, delineatio et aduiuum repraesentatio",wellcome-pbmt3auz,1,0,1,0,wellcome-collection,UK,botany,wellcome-pbmt3auz,"Hortus Eystettensis, siue, Diligens et accurata omnium plantarum, florum, stirpium, ex variis orbis terræ partibus, singulari studio collectarum, quæ in celeberrimis viridariis arcem episcopalem ibidem cingentibus, hoc tempore conspiciuntur, delineatio et aduiuum repræsentatio / operâ Basilii Besleri philiatri et pharmacopoei.",wellcome-collection,UK,,1627,discovered,canonical,yes,hortus eystettensis siue diligens et accurata omnium plantarum florum stirpium ex variis orbis terrae partibus singulari studio collectarum quae in celeberrimis viridariis arcem episcopalem ibidem cingentibus hoc tempore conspiciuntur delineatio et aduiuum repraesentatio,unknown::hortus eystettensis siue diligens et accurata omnium plantarum florum stirpium ex variis orbis terrae partibus singulari studio collectarum quae in celeberrimis viridariis arcem episcopalem ibidem cingentibus hoc tempore conspiciuntur delineatio et aduiuum repraesentatio,416,18,44,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: botany; recommended lane: wellcome-collection; canonical candidate
474,1398,uncovered_family,family-lecons-faisant-partie-du-cours-de-medecine-legal-fd5d0ffbda,Lecons faisant partie du cours de medecine legale,wellcome-g4rdm7zg,1,0,1,0,wellcome-collection,UK,botany,wellcome-g4rdm7zg,Leçons faisant partie du cours de médecine légale / de M. Orfila.,wellcome-collection,UK,,1821,discovered,canonical,yes,lecons faisant partie du cours de medecine legale,unknown::lecons faisant partie du cours de medecine legale,416,18,44,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: botany; recommended lane: wellcome-collection; canonical candidate
475,1398,uncovered_family,family-rapport-sur-letat-sanitaire-du-camp-de-chalons-s-09ffb58aac,"Rapport sur l'etat sanitaire du camp de Chalons, sur le service de sante de la Garde imperiale et sur l'hygiene des camps",wellcome-as8awcdf,1,0,1,0,wellcome-collection,UK,hygiene;public-health,wellcome-as8awcdf,"Rapport sur l'état sanitaire du camp de Châlons, sur le service de santé de la Garde impériale et sur l'hygiène des camps : adressé a s. Exc. Maréchal Ministre de la Guerre / par le Dr. Bon. Larrey.",wellcome-collection,UK,,1858,discovered,canonical,no,rapport sur letat sanitaire du camp de chalons sur le service de sante de la garde imperiale et sur lhygiene des camps,unknown::rapport sur letat sanitaire du camp de chalons sur le service de sante de la garde imperiale et sur lhygiene des camps,404,74,56,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: hygiene;public-health; recommended lane: wellcome-collection; canonical candidate
476,1397,uncovered_family,family-manual-of-examinations-unknown-ac03deda66,A manual of examinations,wellcome-qjdamvwf,1,0,1,0,wellcome-collection,UK,materia-medica,wellcome-qjdamvwf,"A manual of examinations : upon anatomy, physiology, surgery, practice of medicine, chemistry, obstetrics, materia medica, pharmacy and therapeutics, especially designed for students of medicine, to which is added a medical formulary / by J.L. Ludlow.",wellcome-collection,UK,,1867,discovered,canonical,no,manual of examinations,unknown::manual of examinations,409,72,64,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: materia-medica; recommended lane: wellcome-collection; canonical candidate
477,1396,uncovered_family,family-d-c-g-selle-einleitung-in-das-studium-der-natur--02d2758cb5,D. C. G. Selle Einleitung in das Studium der Natur und Artzenwissenschaft.,wellcome-djmqxvcm,1,0,1,0,wellcome-collection,UK,materia-medica,wellcome-djmqxvcm,D. C. G. Selle Einleitung in das Studium der Natur und Artzenwissenschaft.,wellcome-collection,UK,,1777,discovered,canonical,no,d c g selle einleitung in das studium der natur und artzenwissenschaft,unknown::d c g selle einleitung in das studium der natur und artzenwissenschaft,420,56,38,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: materia-medica; recommended lane: wellcome-collection; canonical candidate
478,1396,uncovered_family,family-das-naturell-die-krankheiten-das-arztthum-und-di-7e4f8bfd03,"Das Naturell, die Krankheiten, das Arztthum und die Heilmittel der Urbewohner Brasiliens",wellcome-c7qahk7e,1,0,1,0,wellcome-collection,UK,materia-medica,wellcome-c7qahk7e,"Das Naturell, die Krankheiten, das Arztthum und die Heilmittel der Urbewohner Brasiliens / Von K.Fr.Ph. v. Martius.",wellcome-collection,UK,,1844,discovered,canonical,no,das naturell die krankheiten das arztthum und die heilmittel der urbewohner brasiliens,unknown::das naturell die krankheiten das arztthum und die heilmittel der urbewohner brasiliens,420,56,38,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: materia-medica; recommended lane: wellcome-collection; canonical candidate
479,1396,uncovered_family,family-noticia-de-las-leyes-y-ordenes-de-policia-que-ri-a4e6282750,Noticia de las leyes y ordenes de policia que rigen a los professores del arte de curar,wellcome-gm3bndxv,1,0,1,0,wellcome-collection,UK,materia-medica,wellcome-gm3bndxv,Noticia de las leyes y ordenes de policia que rigen a los professores del arte de curar / Dispuesta por Manuel de Jesus Febles.,wellcome-collection,UK,,1830,discovered,canonical,no,noticia de las leyes y ordenes de policia que rigen a los professores del arte de curar,unknown::noticia de las leyes y ordenes de policia que rigen a los professores del arte de curar,420,56,38,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: materia-medica; recommended lane: wellcome-collection; canonical candidate
480,1396,uncovered_family,family-complete-confectioner-or-housekeepers-guide-to-a-59f755e5ab,"The complete confectioner; or, housekeeper's guide: to a simple and speedy method of understanding the whole art of confectionary; the various ways of preserving and candying, dry and liquid, all kinds of fruit, nuts, flowers, herbs, &c. ...",wellcome-s2ry38bm,1,0,1,0,wellcome-collection,UK,herbal,wellcome-s2ry38bm,"The complete confectioner; or, housekeeper's guide: to a simple and speedy method of understanding the whole art of confectionary; the various ways of preserving and candying, dry and liquid, all kinds of fruit, nuts, flowers, herbs, &c. ... / the different ways of clarifying sugar ... Also the art of making artificial fruit ... To which are added some bills of fare for deserts for private families. By Mrs. H. Glass, with considerable additions and corrections by Maria Wilson.",wellcome-collection,UK,,1800,discovered,canonical,no,complete confectioner,unknown::complete confectioner,363,132,95,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: herbal; recommended lane: wellcome-collection; canonical candidate
481,1396,uncovered_family,family-english-physician-enlarged-with-three-hundred-an-009cd80392,"The English physician enlarged with three hundred and sixty-nine medicines, made of English herbs, ...",wellcome-yxxwvaxb,1,0,1,0,wellcome-collection,UK,herbal,wellcome-yxxwvaxb,"The English physician enlarged with three hundred and sixty-nine medicines, made of English herbs, ... / by Nich. Culpepper.",wellcome-collection,UK,,1788,discovered,canonical,no,english physician enlarged with three hundred and sixty nine medicines made of english herbs,unknown::english physician enlarged with three hundred and sixty nine medicines made of english herbs,363,132,95,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: herbal; recommended lane: wellcome-collection; canonical candidate
482,1395,uncovered_family,family-grammatical-introduction-to-the-london-pharmacop-a20d96ccaa,A grammatical introduction to the London Pharmacopoeia,wellcome-x4ptwpck,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-x4ptwpck,"A grammatical introduction to the London Pharmacopoeia : containing a short but comprehensive Latin grammar; selections for the exercise of the student in translating from Latin into English, and from English into Latin; and a vocabulary, alphabetically arranged in the different classes of nouns, adjectives and participles, pronouns, verbs, and indeclinable words ... To which is added, an appendix, containing the words most frequently occurring in physicians' prescriptions / by S.F. Leach.",wellcome-collection,UK,,1826,discovered,canonical,yes,grammatical introduction to the london pharmacopoeia,unknown::grammatical introduction to the london pharmacopoeia,429,0,28,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
483,1395,uncovered_family,family-analysis-of-the-new-london-pharmacopoeia-explain-27dc602e16,"An analysis of the new London Pharmacopoeia: explaining the nature, principles, elective attractions, qualities, uses, and doses of the various preparations and compositions contained therein ... particularly calculated for the use of the junior students",wellcome-g9g783wg,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-g9g783wg,"An analysis of the new London Pharmacopoeia: explaining the nature, principles, elective attractions, qualities, uses, and doses of the various preparations and compositions contained therein ... particularly calculated for the use of the junior students / By Robert White.",wellcome-collection,UK,,1792,discovered,canonical,yes,analysis of the new london pharmacopoeia,unknown::analysis of the new london pharmacopoeia,429,0,28,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
484,1395,uncovered_family,family-experienced-chirurgion-deliverd-under-the-follow-7fa4dd4697,"The experienced chirurgion. Deliver'd under the following Heads, I. Preternatural Tumors and Ulcers. II. Insuper Affects. III. Wounds and Contusions. IV. Fractures of the Skull. V. Luxations and Sprains. VI. Fractures of the Limbs and other Bones, Wherein are occasionally handled, The Chirurgical Part in the Stone, the Gout, the Rhumatism, the Dropsie, the Scurvey, the King's Evil, the confirmed Itch, the Leprosie, and the French Pox. With an Anatomical Description of the Parts treated of ; besides Some Chirurgical Operations never before Printed. As in the Vermis Africanus, Concussio Cerebri, &c. To which are added, the best approv'd remedies now in use for most distempers incident to Humane Bodies, by Sea or Land. Collected from Dr. Fuller's Pharmacopoeia extemporanea, and others of the best modern authors. By a Dr. of Physick, Very necessary for all Chirurgions and other Persons, that have not the Conveniency of a Physician's Advice",wellcome-f648xm28,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-f648xm28,"The experienced chirurgion. Deliver'd under the following Heads, I. Preternatural Tumors and Ulcers. II. Insuper Affects. III. Wounds and Contusions. IV. Fractures of the Skull. V. Luxations and Sprains. VI. Fractures of the Limbs and other Bones, Wherein are occasionally handled, The Chirurgical Part in the Stone, the Gout, the Rhumatism, the Dropsie, the Scurvey, the King's Evil, the confirmed Itch, the Leprosie, and the French Pox. With an Anatomical Description of the Parts treated of ; besides Some Chirurgical Operations never before Printed. As in the Vermis Africanus, Concussio Cerebri, &c. To which are added, the best approv'd remedies now in use for most distempers incident to Humane Bodies, by Sea or Land. Collected from Dr. Fuller's Pharmacopoeia extemporanea, and others of the best modern authors. By a Dr. of Physick, Very necessary for all Chirurgions and other Persons, that have not the Conveniency of a Physician's Advice / by John Moyle.",wellcome-collection,UK,,1703,discovered,canonical,yes,experienced chirurgion deliverd under the following heads i preternatural tumors and ulcers ii insuper affects iii wounds and contusions iv fractures of the skull v luxations and sprains vi fractures of the limbs and other bones,unknown::experienced chirurgion deliverd under the following heads i preternatural tumors and ulcers ii insuper affects iii wounds and contusions iv fractures of the skull v luxations and sprains vi fractures of the limbs and other bones,429,0,28,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
485,1392,uncovered_family,family-pharmacopoeia-collegii-regalis-medicorum-londine-23ba940a1f,Pharmacopoeia Collegii Regalis Medicorum Londinensis. M.DCCC.IX.,wellcome-p9kgy3rr,2,0,2,0,wellcome-collection,UK,pharmacopoeia;materia-medica,wellcome-p9kgy3rr,Pharmacopœia Collegii Regalis Medicorum Londinensis. M.DCCC.IX.,wellcome-collection,UK,,1809,discovered,canonical,no,pharmacopoeia collegii regalis medicorum londinensis m dccc ix,unknown::pharmacopoeia collegii regalis medicorum londinensis m dccc ix,370,112,56,0,0,0,0,Uncovered family; 2 works in family; 0 chunked; 2 discovered; topics: pharmacopoeia;materia-medica; recommended lane: wellcome-collection; canonical candidate
486,1392,uncovered_family,family-manual-of-hygiene-sanitation-and-sanitary-engine-7596c01ece,"A manual of hygiene, sanitation and sanitary engineering",wellcome-xbqntpdu,1,0,1,0,wellcome-collection,UK,hygiene;public-health,wellcome-xbqntpdu,"A manual of hygiene, sanitation and sanitary engineering : with special references to Indian conditions / compiled ... by J.A. Jones.",wellcome-collection,UK,,1896,discovered,canonical,no,manual of hygiene sanitation and sanitary engineering,unknown::manual of hygiene sanitation and sanitary engineering,386,0,68,1,1,96,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: hygiene;public-health; recommended lane: wellcome-collection; canonical candidate
487,1392,uncovered_family,family-manual-of-practical-hygiene-unknown-1e2737bb5b,A manual of practical hygiene,wellcome-jwgpcjyz,1,0,1,0,wellcome-collection,UK,hygiene;public-health,wellcome-jwgpcjyz,A manual of practical hygiene : prepared especially for use in the medical service of the army / by Edmund A. Parkes.,wellcome-collection,UK,,1864,discovered,canonical,no,manual of practical hygiene,unknown::manual of practical hygiene,386,0,68,1,1,96,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: hygiene;public-health; recommended lane: wellcome-collection; canonical candidate
488,1392,uncovered_family,family-ein-versuch-uber-das-alterthum-der-indischen-med-21adf9662b,Ein Versuch uber das Alterthum der indischen Medicin,wellcome-x6mn6ywj,1,0,1,0,wellcome-collection,UK,botany;materia-medica,wellcome-x6mn6ywj,Ein Versuch über das Alterthum der indischen Medicin : nebst einer Einleitungs-Vorlesung zu einem Cursus der Materia medica und Therapie im King's College / von J.F. Royle ; aus dem Englischen übertragen von J. Wallach ; mit einer Einleitung und mit Zusätzen versehen von C.F. Heusinger.,wellcome-collection,UK,,1839,discovered,canonical,no,ein versuch uber das alterthum der indischen medicin,unknown::ein versuch uber das alterthum der indischen medicin,372,124,96,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: botany;materia-medica; recommended lane: wellcome-collection; canonical candidate
489,1392,uncovered_family,family-introductory-lecture-on-hygiene-public-health-an-48b6bdd9a2,"Introductory lecture on hygiene , public health and preventive medicine",nlm-101750892,1,0,1,0,nlm-digital-collections,US,hygiene;public-health,nlm-101750892,"Introductory lecture on hygiene , public health and preventive medicine",nlm-digital-collections,US,"Craik, Robert, 1829-1906 author.",,discovered,canonical,no,introductory lecture on hygiene public health and preventive medicine,craik robert 1829 1906::introductory lecture on hygiene public health and preventive medicine,398,72,56,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: hygiene;public-health; recommended lane: nlm-digital-collections; canonical candidate
490,1391,uncovered_family,family-conspectus-of-the-medical-sciences-hartshorne-h1-c7665b7783,A conspectus of the medical sciences,nlm-63420330R,2,0,2,0,nlm-digital-collections,US,materia-medica,nlm-63420330R,"A conspectus of the medical sciences : comprising manuals of anatomy, physiology, chemistry, materia medica, practice of medicine, surgery and obstetrics, for the use of students",nlm-digital-collections,US,"Hartshorne, Henry, 1823-1897.",,discovered,canonical,no,conspectus of the medical sciences,hartshorne henry 1823 1897::conspectus of the medical sciences,397,72,52,0,0,0,0,Uncovered family; 2 works in family; 0 chunked; 2 discovered; topics: materia-medica; recommended lane: nlm-digital-collections; canonical candidate
491,1391,uncovered_family,family-synopsis-of-the-british-pharmacopoeia-1898-unkno-aaeaad3d64,A synopsis of the British pharmacopoeia 1898,wellcome-y47txrjf,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-y47txrjf,"A synopsis of the British pharmacopoeia 1898 : comprising concise notes on the changes, particulars of new preparations, tables of doses, strengths, &c / compiled by H. Wippell Gadd.",wellcome-collection,UK,,1898,discovered,canonical,yes,synopsis of the british pharmacopoeia 1898,unknown::synopsis of the british pharmacopoeia 1898,425,0,28,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
